Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Trey Mancini","LAA",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.23212,0.0669911,0.265994,0.251852,0.293236,0.375769,0.291211,0.669005,0.143649,2.95132,0.291669,-0.00603276,-0.00629873,0.702957,-0.124147,83.97,-0.0123315,-0.00725727,-0.14458364713937044,-0.13225726783275604,-0.00367428,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Trey Mancini","15149",641820
"Patrick Wisdom","SEA",3,14,13,2,1,0,0,1,2,2,1,0,5,0,0,0,,0,0,0.184685,0.0863192,0.370271,0.233124,0.262374,0.390319,0.282752,0.652693,0.205634,3.93058,0.243396,-0.00917202,-0.00835654,1.30976,-0.344451,85.8522,-0.0175286,-0.0229348,-0.25097628496587276,-0.2729347534477711,-0.00430263,999,,,,,,,10.6,3.533333333,10.6,3.533333333,,,,,,,,,,,,,,,,,,,"Patrick Wisdom","13602",621550
"Riley Adams","WSN",6,26,23,5,3,1,0,1,2,3,2,0,9,0,0,0,,0,0,0.212002,0.0690505,0.332284,0.207805,0.279355,0.360115,0.28095,0.639469,0.148112,3.51771,0.295537,-0.00390967,-0.0214223,2.35755,-0.667287,78.0653,-0.025332,-0.388818,-0.6908580139279366,0.11118188500404358,-0.00480424,999,,,,,,,23.3,3.883333333,23.3,3.883333333,,,,,,,,,,,,,,,,,,,"Riley Adams","19864",656180
"Sebastián Rivero","LAA",2,6,6,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.207889,0.0456022,0.228597,0.199487,0.251045,0.314467,0.248613,0.565512,0.106578,3.42099,0.255274,-0.00196279,-0.00857091,0.421357,-0.334853,54.6259,-0.0105337,-0.0379711,-0.3527968293055892,0.08702891692519188,-0.0054836,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Sebastian Rivero","21735",665861
"Eloy Jiménez","TOR",3,14,13,3,2,1,0,0,1,2,1,0,3,0,0,0,,0,0,0.243011,0.0705124,0.204346,0.345063,0.299665,0.380729,0.296955,0.680393,0.137718,2.43721,0.281154,-0.00286185,-0.0149671,1.47121,-0.182999,89.709,-0.0178289,0,-0.18763745576143265,-0.3499999940395355,-0.00570701,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Eloy Jimenez","17484",650391
"Kristian Robinson","ARI",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.21104,0.103257,0.341387,0.302464,0.29834,0.334378,0.28245,0.632719,0.123338,5.75725,0.314066,-0.000581977,0.0048572,0.653165,-0.173939,78.0882,0.00427522,-0.0422609,-0.17751463735476136,-0.1172608733177185,-0.00633149,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Kristian Robinson","sa3006884",677565
"Yohandy Morales","WSN",13,56,51,12,8,3,0,1,6,6,4,0,16,0,0,0,,0,0,0.236289,0.0734866,0.292118,0.251565,0.297002,0.361522,0.289097,0.658525,0.125234,4.38636,0.322905,-0.00254948,-0.0663321,5.52755,-1.08928,83.6461,-0.0688816,0.2268,-1.1543136537075043,-0.7732000052928925,-0.00658688,999,,,,,,,46.3,3.561538461,46.3,3.561538461,,,,,,,,,,,,,,,,,,,"Yohandy Morales","sa3022672",691002
"Jared Serna","MIA",5,21,19,4,3,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.217501,0.0719059,0.188457,0.38155,0.281643,0.311007,0.264186,0.592649,0.0935051,4.69617,0.25866,-0.000789049,-0.0298132,1.6481,-0.833216,65.2201,-0.0306022,0.00803306,-0.8962513972073793,0.1330330576747656,-0.00660358,999,,,,,,,12.3,2.46,12.3,2.46,,,,,,,,,,,,,,,,,,,"Jared Serna","sa3015579",691858
"Bryan De La Cruz","PHI",3,14,13,3,2,1,0,0,1,2,1,0,4,0,0,0,,0,0,0.236348,0.059694,0.278996,0.21396,0.284043,0.387091,0.291407,0.671134,0.150742,3.33658,0.29919,-0.00903901,-0.00697135,1.40814,-0.246072,83.5975,-0.0160104,-0.0941642,-0.2881749663501978,-0.24416425079107285,-0.00680949,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Bryan De La Cruz","19600",650559
"José Azocar","ATL",2,7,7,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.237577,0.0506483,0.224719,0.225385,0.282038,0.334786,0.271357,0.616824,0.0972091,6.00933,0.297433,0.00172472,0.00462265,0.590122,-0.236982,71.0028,0.00634736,0.00366192,-0.23422651877626777,-0.07133808173239231,-0.00743535,999,,,,,,,4.2,2.1,4.2,2.1,,,,,,,,,,,,,,,,,,,"Jose Azocar","18821",640492
